===== Rank 0 (num_rows=5, N=20) =====
[old_field]
  60.0    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.0 
  65.0    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.0 
  70.0    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.0 
  75.0    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.0 
   0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.0 

===== Rank 3 (num_rows=5, N=20) =====
[old_field]
   0.5   71.4   67.9   64.3   60.7   57.1   53.6   50.0   46.4   42.9   39.3   35.7   32.1   28.6   25.0   21.4   17.9   14.3   10.7    7.1    3.6    0.0 
  80.0   76.2   72.4   68.6   64.8   61.0   57.1   53.3   49.5   45.7   41.9   38.1   34.3   30.5   26.7   22.9   19.0   15.2   11.4    7.6    3.8    0.0 
  85.0   81.0   76.9   72.9   68.8   64.8   60.7   56.7   52.6   48.6   44.5   40.5   36.4   32.4   28.3   24.3   20.2   16.2   12.1    8.1    4.0    0.0 
  90.0   85.7   81.4   77.1   72.9   68.6   64.3   60.0   55.7   51.4   47.1   42.9   38.6   34.3   30.0   25.7   21.4   17.1   12.9    8.6    4.3    0.0 
  95.0   90.5   86.0   81.4   76.9   72.4   67.9   63.3   58.8   54.3   49.8   45.2   40.7   36.2   31.7   27.1   22.6   18.1   13.6    9.0    4.5    0.0 
 100.0   95.2   90.5   85.7   81.0   76.2   71.4   66.7   61.9   57.1   52.4   47.6   42.9   38.1   33.3   28.6   23.8   19.0   14.3    9.5    4.8    0.0 
 100.0  100.0   95.0   90.0   85.0   80.0   75.0   70.0   65.0   60.0   55.0   50.0   45.0   40.0   35.0   30.0   25.0   20.0   15.0   10.0    5.0    0.0 

[new_field]
   0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.0 
  80.0    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.0 
  85.0    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.0 
  90.0    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.0 
  95.0    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.0 
 100.0    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.5    0.0 
 100.0  100.0   95.0   90.0   85.0   80.0   75.0   70.0   65.0   60.0   55.0   50.0   45.0   40.0   35.0   30.0   25.0   20.0   15.0   10.0    5.0    0.0 
